Logon_Count_Daily,After_Hours_Activity_Pct,Remote_Access_Count,USB_Connect_Count,File_Copy_To_USB_Count,Sensitive_File_Access_Count,Email_Sent_Count,Email_External_Recipient_Pct,Email_Attachment_Total_MB,Web_Tech_Count,Web_Social_Count,Web_CloudStorage_Count,Web_Sus_Count,Print_Jobs_Count,Fail_Logon_Count,Label,Is_Anomaly
2,0.07941586506470567,0,0,0,5,26,0.36955949020194107,1.161294100679984,40,9,2,1,0,0,Benign,0
1,0.07544199193607522,0,0,1,3,24,0.32923288175941895,3.0759076264212712,37,8,2,0,0,0,Benign,0
2,0.006316537795435216,0,0,1,4,23,0.2669637473186389,4.69923498944108,33,16,2,0,0,0,Benign,0
1,0.04530032308528202,0,0,2,7,22,0.06400694700393592,7.488658348325717,28,8,2,0,0,1,Benign,0
2,0.029488442783632246,0,0,0,9,25,0.2861835151147771,0.9405061509581274,40,14,6,0,0,0,Benign,0
6,0.0021532322733650907,0,0,0,10,24,0.3849365581146482,0.37760466328587816,42,13,3,0,1,0,Benign,0
1,0.07463398250636447,1,0,1,5,15,0.15228328279946657,1.9423053356771987,31,13,1,0,1,0,Benign,0
3,0.0032017658095464985,0,0,0,8,24,0.1778611025404241,0.9073361307005847,43,7,3,0,2,1,Benign,0
1,0.07400103967797082,1,0,0,4,29,0.10850429585469651,1.1149652668371342,45,8,3,0,3,0,Benign,0
5,0.6619596980215182,2,2,0,8,5,0.005768012690362169,0.9385877885335898,102,6,2,16,0,18,Attack_InsiderSabotage,1
2,0.1029339223631292,0,0,0,4,27,0.07069296122294497,9.972967610987775,39,9,0,0,1,1,Benign,0
1,0.02551977679999957,1,0,1,5,34,0.16137107618149235,4.622505554767153,37,8,5,0,0,2,Benign,0
1,0.10670503655743889,0,0,0,2,27,0.23441291933382996,9.764335730351567,57,6,4,0,0,1,Benign,0
3,0.010958949789933092,0,0,0,3,26,0.20759236910069373,5.354961859342959,27,8,2,0,2,1,Benign,0
1,0.005639221296209568,0,0,1,5,24,0.16554431977018785,2.412949558062721,39,8,2,0,1,1,Benign,0
1,0.15257845695657327,0,0,1,8,31,0.07202990556182527,1.5170002311778705,49,10,1,0,2,0,Benign,0
2,0.046537676865186756,0,0,0,6,25,0.18926520198138794,4.937887784403097,42,7,1,0,2,0,Benign,0
1,0.024062443067305105,0,0,0,5,23,0.09696253001920585,4.040878176395169,41,8,0,0,2,0,Benign,0
2,0.13863812699460187,1,0,1,4,28,0.42466084970096074,1.9817033527148271,31,5,0,0,2,1,Benign,0
3,0.6590809126671698,3,0,0,8,4,0.08644360709616365,1.1373861376351362,108,4,0,15,0,22,Attack_InsiderSabotage,1
1,0.08275676992322059,0,0,0,8,25,0.23428634633082643,1.0011556892016078,37,6,2,0,0,0,Benign,0
1,0.09150364060987147,2,1,0,7,24,0.045379862575837315,4.807926072203051,47,16,2,0,1,1,Benign,0
1,0.011213771826792679,0,0,0,4,25,0.10566308087501151,0.7199573106058913,40,5,3,0,1,0,Benign,0
5,0.02017024347474351,0,1,1,7,23,0.04949969615961165,0.23625530644969858,45,17,4,0,3,0,Benign,0
1,0.02775427420420695,0,0,0,5,34,0.21044728288479775,2.140288844851696,47,6,2,1,0,1,Benign,0
2,0.015668790753374736,2,0,0,3,22,0.018859532677575466,3.9547111894391356,35,13,2,0,1,0,Benign,0
3,0.02331832793419922,0,0,0,5,30,0.06162306771594875,1.0984238950576228,38,3,3,0,1,1,Benign,0
2,0.06214007687985199,0,0,0,1,21,0.22508765628065777,2.387981557917107,46,14,0,0,0,0,Benign,0
2,0.016732364903629744,0,1,0,5,25,0.2833486260291572,3.131104539656296,52,15,3,0,0,0,Benign,0
1,0.01091644016617254,0,1,0,3,24,0.2287258070567662,1.836089966862958,42,7,5,0,0,0,Benign,0
2,0.4778054561365469,6,11,260,632,16,0.6923923338677532,134.27759355436342,23,2,147,1,51,3,Attack_DataExfiltration,1
1,0.0403108256985634,0,0,1,5,16,0.29351888867240444,6.771570647400964,32,7,0,0,0,1,Benign,0
1,0.6509387454634044,5,5,255,595,11,0.9097310549799803,145.59383183841808,23,4,184,0,55,1,Attack_DataExfiltration,1
2,0.1563745618245,1,0,0,1,34,0.3259750258660902,2.794134543382295,42,7,2,0,0,0,Benign,0
4,0.00973019874891908,0,0,0,10,44,0.08067261720607907,1.344123040315653,32,13,0,0,1,0,Benign,0
1,0.0366403262189985,0,0,0,6,30,0.07977967409032233,0.43849608313936866,37,10,1,0,1,0,Benign,0
1,0.007967175032677262,0,0,1,6,21,0.36042251497882616,1.2148992585836313,44,6,4,0,4,0,Benign,0
2,0.16136318900518645,0,1,1,5,24,0.10271399258014559,2.9398861400816187,49,11,3,0,0,0,Benign,0
1,0.04543957153499049,1,0,1,5,30,0.24970597727137667,3.4847325266391342,37,10,2,0,1,0,Benign,0
1,0.014591410190882085,0,0,0,6,27,0.29119237026220907,0.37834752486579176,32,6,1,0,0,0,Benign,0
5,0.45273662306626333,5,4,255,595,13,0.8727254726244658,354.640429195809,21,4,181,0,51,2,Attack_DataExfiltration,1
1,0.051713571847747906,0,0,1,1,29,0.22496220068341977,2.8860918225794228,47,7,0,0,0,0,Benign,0
1,0.010826872870341443,1,0,0,7,27,0.23668282759382106,4.800791678835747,43,13,0,1,1,0,Benign,0
4,0.014859844826325031,0,1,0,8,33,0.05468474294356145,4.071450176668068,40,11,2,0,0,0,Benign,0
1,0.7509851983726048,6,11,257,619,20,0.876518150433288,366.1471643974497,12,5,197,1,42,0,Attack_DataExfiltration,1
1,0.05741178624663934,0,0,1,3,27,0.25681659297686227,1.1311038056907028,42,19,3,0,0,0,Benign,0
1,0.04089368240636354,1,0,0,4,29,0.11479172357951414,3.5253570798764216,36,14,3,0,2,0,Benign,0
1,0.08245525485084564,0,0,0,4,26,0.11622195820325548,2.0019564565192227,33,6,2,0,1,0,Benign,0
2,0.8360877788082361,8,5,224,579,9,0.629136724546786,298.8664632153727,17,4,160,0,41,1,Attack_DataExfiltration,1
2,0.02211436990658903,0,0,1,3,29,0.08571272044489779,3.5191868001406603,49,13,2,0,1,0,Benign,0
1,0.023515824788103757,0,1,0,9,31,0.38872392207780326,1.676545943746241,35,15,2,0,1,0,Benign,0
1,0.013622398892890668,0,0,0,6,25,0.12706115508537746,2.5852003438400812,34,6,1,1,0,0,Benign,0
1,0.017648860619581756,0,0,2,5,19,0.17200043093863124,8.121041228173473,37,11,5,0,2,0,Benign,0
1,0.05336438051614586,0,0,0,5,24,0.09795640006475932,2.082445334830705,36,6,5,0,0,0,Benign,0
4,0.08383630488835951,0,0,1,2,26,0.11168084530545251,1.690838702281504,40,6,1,0,2,0,Benign,0
2,0.011607388459903691,0,0,0,5,29,0.10450330207091511,3.3920592559811467,38,5,3,0,0,0,Benign,0
1,0.06181992443125069,1,0,1,2,33,0.26163952599803114,0.3952076998206748,33,9,2,0,0,0,Benign,0
2,0.04471166981104575,0,0,1,6,21,0.2581009335094192,4.615077435263989,47,11,2,0,0,0,Benign,0
2,0.01617972126989144,1,0,1,8,25,0.07375912019116339,1.2159146950306772,40,9,2,0,1,0,Benign,0
1,0.06464523435329247,0,0,1,2,31,0.26345453231461796,4.273997930970016,45,8,1,0,2,0,Benign,0
1,0.5523654956477893,8,5,234,639,8,0.9827135237668616,156.14625581023103,19,8,159,1,28,2,Attack_DataExfiltration,1
1,0.07497023413158536,0,0,0,4,35,0.02308883599821764,1.8714947829398312,33,7,2,1,2,0,Benign,0
1,0.002191855348773919,0,0,0,2,24,0.11076800208547564,4.2956193324784655,41,11,6,0,1,0,Benign,0
1,0.005382649501720303,0,1,0,5,22,0.09262835421149573,0.9054946030521476,40,12,3,1,0,0,Benign,0
1,0.08416520125791509,0,0,1,9,19,0.16993369378208686,1.545397857171436,49,14,3,0,3,0,Benign,0
1,0.08390699860755524,1,1,2,7,23,0.0662746655864767,2.416338472303542,43,13,3,0,2,0,Benign,0
2,0.5724530007890759,4,9,258,623,18,0.9644824860637077,86.5764200952804,17,3,160,4,57,0,Attack_DataExfiltration,1
3,0.005407402381442321,1,0,0,2,26,0.1873351713798623,1.608705107380423,34,7,0,0,3,0,Benign,0
1,0.07166154960875541,0,0,0,8,22,0.4380606275614233,0.5602450995425998,40,9,4,0,1,0,Benign,0
1,0.08597678219664663,0,1,1,3,26,0.07627779600000763,4.171991264482512,45,9,0,0,0,1,Benign,0
1,0.10885872343313176,0,0,0,4,23,0.18181551586171318,0.13542389055628096,42,4,4,0,2,0,Benign,0
1,0.00552325145360368,0,0,0,2,21,0.21341683776332765,3.935398172712083,39,6,0,0,1,0,Benign,0
4,0.0024693008017625433,1,0,0,2,24,0.17645926967692827,10.86493435461497,37,8,4,0,1,0,Benign,0
3,0.0033294675126470745,0,1,0,10,24,0.08053884237699592,1.6370693256329447,41,13,2,0,0,0,Benign,0
1,0.021553918192537668,0,1,2,4,17,0.16871416232473824,6.690555732846088,39,12,4,0,0,0,Benign,0
1,0.03185394615774619,0,0,2,6,29,0.22536280085753108,4.403812018317934,36,5,5,0,0,1,Benign,0
2,0.04133560178226487,0,0,1,9,34,0.06486298456153232,3.673169601773258,41,13,0,0,0,2,Benign,0
3,0.011895279217657725,0,0,0,6,30,0.09840681529932878,1.6272385199713997,38,5,2,0,1,0,Benign,0
1,0.015119310060223287,0,0,0,8,27,0.09285426052721261,0.5282738409393162,45,7,1,0,1,0,Benign,0
2,0.009591243742172318,0,0,0,4,26,0.5951564913705806,5.636724320935118,50,7,4,0,1,0,Benign,0
1,0.8228188769013267,6,9,267,624,10,0.7840289736276562,137.95453047431494,22,4,174,4,66,2,Attack_DataExfiltration,1
3,0.029287612146050846,0,0,0,7,29,0.2956027028212085,2.0060829118169177,46,6,1,0,0,0,Benign,0
1,0.00842680012578455,0,0,3,4,27,0.17857854737202797,0.9367989710098746,46,11,1,1,3,0,Benign,0
2,0.061781293250142595,0,0,0,3,25,0.26511169053753897,0.5204608999653454,42,10,4,0,2,0,Benign,0
2,0.04299506638749666,1,1,0,6,26,0.0601194936299167,9.76636418225452,39,11,1,0,3,0,Benign,0
1,0.005415181494596975,0,1,1,3,18,0.1268008276644006,4.081733776451461,42,9,2,0,1,1,Benign,0
2,0.04142012466190896,0,0,0,5,37,0.21155375222742281,0.3364305992783183,29,9,0,0,1,1,Benign,0
4,0.6388049423160027,2,0,0,13,5,0.12733127477395342,0.07500029117566348,97,3,1,19,0,20,Attack_InsiderSabotage,1
3,0.005917213734368576,1,0,0,8,26,0.16249516353360377,4.201124132000504,40,10,2,1,2,0,Benign,0
1,0.008405685929567017,0,0,0,5,21,0.0987984629597167,8.335216968107241,30,15,1,0,1,2,Benign,0
4,0.04544409455289642,1,0,0,4,30,0.06301044886732687,5.560491660804942,38,6,2,0,2,1,Benign,0
1,0.6391150417305534,4,6,249,610,20,0.7510324312308103,88.04331347511209,22,8,161,2,52,2,Attack_DataExfiltration,1
3,0.06658728307893133,0,0,0,5,25,0.14846493668232363,2.4984289699169824,27,11,4,0,0,1,Benign,0
1,0.004725813704399264,0,0,0,11,16,0.35887019357935446,1.9715936527443674,49,11,1,0,0,1,Benign,0
1,0.004225277949624191,0,0,0,5,31,0.3151972691242788,2.951952299059575,35,12,1,0,1,1,Benign,0
1,0.01368289767056324,0,0,0,7,32,0.10588714532457495,1.5467864747808284,47,12,0,0,1,0,Benign,0
3,0.03738809441859595,0,1,0,5,32,0.09037621354611369,1.3111434818821122,51,5,1,0,1,1,Benign,0
2,0.014699480534543364,1,0,0,5,26,0.18771535605649844,1.6814853471942481,39,7,2,0,1,1,Benign,0
1,0.009948879625312075,0,0,0,4,34,0.3418292395128239,2.528293847079728,33,10,1,1,2,0,Benign,0
1,0.021600597041248715,1,0,1,4,22,0.12702729130589435,2.4431933085882602,36,17,1,0,1,1,Benign,0
1,0.134243083167982,0,0,0,3,30,0.26866355342371084,1.7881121699291687,48,10,2,0,2,0,Benign,0
1,0.0578203816168574,0,0,0,6,23,0.32687348254189064,1.0923343042411329,40,6,2,0,1,1,Benign,0
1,0.03889482346515128,0,0,0,4,17,0.2761862922283401,1.2242130491532064,34,5,1,0,6,1,Benign,0
2,0.012505238311616098,0,0,0,7,25,0.12817490112506458,2.403355161769611,40,10,3,0,1,1,Benign,0
1,0.005548645084663331,0,0,0,1,19,0.10711265303916581,1.7816539480952462,33,8,2,0,1,0,Benign,0
1,0.11635274420760634,0,0,1,4,18,0.26853043294956425,3.8077576854063078,42,8,6,1,3,1,Benign,0
1,0.03420924392371287,1,0,1,2,22,0.1631167332966039,2.026258559480172,39,6,2,0,3,1,Benign,0
1,0.05926741751153215,0,0,1,4,23,0.09429135477698622,6.922131710156956,39,8,4,0,1,0,Benign,0
1,0.010767231113842349,1,1,0,5,20,0.35268603311543517,1.8225825487631686,43,5,3,0,2,0,Benign,0
1,0.07291237225555981,0,0,1,3,18,0.10063333852611288,7.107031716016031,32,11,3,0,0,1,Benign,0
2,0.05838726654699963,0,0,0,8,27,0.02636215477971329,1.1627525973817878,30,11,5,0,0,0,Benign,0
2,0.04411244892977716,0,0,0,3,19,0.13353592723298285,0.5565920749870051,37,16,0,0,0,0,Benign,0
2,0.0816546019194132,0,0,0,3,23,0.3122261713688031,2.207167344866618,41,9,3,0,3,0,Benign,0
4,0.014236444835944585,0,0,2,5,19,0.054846836175687,1.314029195028541,42,13,0,0,3,0,Benign,0
1,0.031533235590291205,0,0,0,2,30,0.05192987718536637,4.200342203400325,29,10,2,0,1,0,Benign,0
1,0.017910510584162414,0,0,2,2,25,0.05696500502449949,4.534865247951005,41,9,0,0,1,1,Benign,0
3,0.01850657753937402,0,0,0,10,30,0.07613561865401701,1.5332004748447754,34,10,1,1,1,1,Benign,0
2,0.06543478175796254,1,0,0,6,35,0.21630853231984903,3.1568477521689733,42,11,3,0,2,0,Benign,0
4,0.2506158256154307,8,1,0,10,3,0.1147490589042168,5.0966210792127935,97,5,0,15,0,18,Attack_InsiderSabotage,1
3,0.7376147550356821,6,5,263,621,13,0.8139721952694197,101.1008808202913,19,4,177,1,43,1,Attack_DataExfiltration,1
1,0.14716140960462845,0,1,0,7,23,0.04384998159673276,0.7178848214520298,51,12,1,0,0,0,Benign,0
2,0.0022362099181552748,0,0,0,6,33,0.2102373563208056,0.7123728126019429,26,6,0,0,2,0,Benign,0
2,0.07098107766215586,0,1,0,2,19,0.1985280944588697,4.871600079323521,35,10,2,0,2,0,Benign,0
4,0.4340281926623485,3,1,0,5,7,0.006799675122777864,2.9506837267761665,97,6,1,13,0,17,Attack_InsiderSabotage,1
2,0.0066336815602880085,0,0,0,4,30,0.03440906484910982,1.1517194953616092,46,9,5,0,0,0,Benign,0
1,0.05690840036676662,0,0,0,12,31,0.20934135489429134,5.815976760559404,39,10,4,0,1,1,Benign,0
2,0.019313838741903698,0,0,0,3,19,0.12833626434801684,2.75936170917231,40,8,2,0,1,0,Benign,0
2,0.019045563922430724,0,0,1,4,26,0.10576866597543909,4.177599069683891,43,7,3,0,4,0,Benign,0
1,0.03119473878085251,0,0,0,7,22,0.15037052998088593,4.335795495807287,44,15,4,0,1,0,Benign,0
4,0.6911084879541274,4,6,263,603,18,0.800643183031069,43.0307047244554,16,4,173,0,60,3,Attack_DataExfiltration,1
4,0.0015993919386906742,0,0,0,0,21,0.038507446257566816,0.7651896673568929,38,6,3,0,0,0,Benign,0
2,0.12137565379493384,1,1,0,0,29,0.24659815591170978,1.3060014839131922,50,5,2,0,0,0,Benign,0
3,0.09537780155577989,0,0,1,5,16,0.3445298309519701,3.8148271594245338,46,12,1,0,3,0,Benign,0
2,0.007962232802894684,0,0,1,3,20,0.09623793134845086,4.781492215229144,43,8,2,0,1,0,Benign,0
1,0.13739548746404492,0,0,0,4,29,0.2243644309192928,12.15627064443257,42,10,3,0,0,0,Benign,0
1,0.028432907278338988,1,0,2,5,31,0.02969368623738626,2.2416342018042577,48,11,3,0,0,0,Benign,0
1,0.11784394533025437,0,0,2,5,28,0.17482381567868163,8.441841793400119,37,10,1,0,0,0,Benign,0
1,0.11274943805542469,0,0,0,2,21,0.11881578582456367,1.091498529630497,41,8,0,1,1,0,Benign,0
2,0.1017347224032315,0,0,0,10,26,0.429731195225624,2.156590669068074,41,11,3,0,0,1,Benign,0
6,0.08716136327752427,0,0,0,4,24,0.43369829919671504,7.14436312211428,40,12,1,0,0,0,Benign,0
1,0.04719050018508157,0,0,0,6,20,0.03544962525174883,7.615276383398123,44,15,3,0,2,0,Benign,0
1,0.048648182132494895,0,0,0,5,24,0.14473630375098215,4.167759004240546,29,10,3,0,0,0,Benign,0
3,0.04153370840850698,0,0,1,7,27,0.2527239207146918,4.25211893180577,40,18,3,0,3,0,Benign,0
2,0.06102448461215722,0,0,0,7,36,0.10132563831988554,4.211416590495802,48,14,2,0,1,0,Benign,0
2,0.09114797671651438,0,0,1,3,28,0.12416349028773835,4.1676883619922,52,14,2,0,0,0,Benign,0
2,0.015828819399672865,0,0,1,3,31,0.10330367108494001,1.3908568964687755,28,11,3,0,2,0,Benign,0
1,0.035497271547401364,0,0,0,5,24,0.20628352949309905,5.242402091267799,46,16,5,1,1,0,Benign,0
1,0.007493427732471388,0,0,0,6,22,0.18688352179270526,9.389322930742077,39,15,2,0,1,0,Benign,0
3,0.16335971739124586,1,1,0,4,33,0.19813575597509667,4.199524877417629,54,13,2,0,2,1,Benign,0
1,0.041232085618145294,0,0,0,3,16,0.1763965853909215,4.874457017479565,29,11,3,0,0,0,Benign,0
1,0.018161882253381913,0,1,0,6,25,0.040565483971584125,3.0815860768687022,37,14,4,0,0,0,Benign,0
2,0.03478314752519506,0,0,1,7,28,0.05247429805078631,2.5057320728674592,55,9,0,0,0,0,Benign,0
1,0.011318499615363575,0,0,0,6,30,0.2361511265207434,2.3778147549566433,44,10,1,0,0,0,Benign,0
3,0.8753500689012271,4,4,251,595,18,0.7580845096115969,70.05800896022585,18,9,173,0,42,1,Attack_DataExfiltration,1
1,0.10700020050108462,1,0,1,3,28,0.13397828107603993,2.9615724847111027,30,5,0,0,1,1,Benign,0
1,0.029110152180503297,0,1,1,8,38,0.1261374825505487,0.4022428226159349,30,13,2,0,1,0,Benign,0
6,0.8582823816800551,3,7,245,629,14,0.784674312369198,196.71052742975047,19,5,150,0,57,0,Attack_DataExfiltration,1
3,0.005798364148254897,0,0,1,6,22,0.38354350679952615,2.8178688852995526,42,8,4,0,0,0,Benign,0
3,0.023267776979498306,0,0,0,6,27,0.1340016917073125,6.3652757762442365,34,7,2,0,1,1,Benign,0
4,0.050205160587084845,1,0,0,7,20,0.08056262409498195,4.382931916873912,51,12,2,0,0,0,Benign,0
4,0.0451342968079738,0,0,0,4,33,0.4381967537269808,1.49765530077482,27,9,3,0,0,0,Benign,0
4,0.03977549929086617,0,1,3,2,19,0.24888827182238907,2.4418742658616996,35,7,3,1,0,0,Benign,0
3,0.2160878833234285,1,0,0,5,21,0.17843936456212323,1.4946637159648621,35,6,2,0,1,0,Benign,0
1,0.0803982012235438,0,0,0,7,23,0.08783132831010358,1.689485764717584,48,14,2,0,1,0,Benign,0
1,0.01038951699254844,0,0,0,2,28,0.14939330659011882,2.1675689350656486,33,13,4,0,0,1,Benign,0
3,0.5152349323006072,3,0,0,15,8,0.1868232291701255,0.2539714529563692,99,5,0,18,0,22,Attack_InsiderSabotage,1
2,0.06366791930932403,0,0,0,3,26,0.2375516355357905,1.994673216423828,40,9,5,0,0,0,Benign,0
3,0.0019404665214227193,0,0,0,4,39,0.1056135255164661,6.562356423006868,40,7,1,0,0,0,Benign,0
2,0.00309886729566638,0,1,2,0,21,0.1446416846166204,4.319771034064937,42,7,3,0,1,0,Benign,0
1,0.03467017445753281,0,1,1,4,30,0.33704081759876026,9.967891866585866,26,11,1,0,0,0,Benign,0
1,0.04187456693705852,0,0,1,4,38,0.05951394656683996,4.564935369493215,54,9,3,0,3,0,Benign,0
4,0.08454754760250403,0,0,1,5,25,0.1949575898382693,0.6035673020910303,43,9,3,0,0,0,Benign,0
2,0.04754721112942133,0,1,1,4,28,0.06871092614393587,27.133989582437977,43,7,2,0,1,1,Benign,0
4,0.0035745848925216412,0,0,1,2,28,0.2848391396205662,0.8834344972273989,39,7,3,0,0,0,Benign,0
1,0.04492399404394339,1,0,0,7,17,0.31865946719840077,1.1416899338095445,36,7,2,0,0,1,Benign,0
3,0.06309350275313456,0,1,0,4,25,0.15951504206723674,3.7418734345487636,53,11,3,1,2,0,Benign,0
2,0.4410710636569101,5,7,263,627,14,0.8311605695432476,131.47841103570963,21,2,137,0,52,0,Attack_DataExfiltration,1
2,0.2583540967694263,0,0,1,5,24,0.12690129723256083,9.335922557680062,43,8,2,0,0,1,Benign,0
1,0.1023285961951855,0,0,1,6,26,0.1296857464005465,3.4703961693155994,44,6,3,0,2,1,Benign,0
1,0.06134518938153419,0,1,0,6,29,0.2717288025843075,1.865078256433726,36,8,2,0,2,0,Benign,0
1,0.04410470309713345,0,0,0,3,32,0.07275642807160126,14.412601687622505,37,15,2,0,3,0,Benign,0
4,0.14137419365322665,0,0,0,7,31,0.340246124244964,2.603115271802919,29,8,3,0,2,1,Benign,0
1,0.00030799662980947047,0,0,1,5,23,0.2593073124715851,1.4791091081758692,40,12,0,1,1,0,Benign,0
1,0.07905019215123256,1,0,0,5,25,0.3394801484585764,4.0154062975916665,48,14,1,0,0,2,Benign,0
2,0.021724570243330646,0,0,0,5,24,0.17255854174555207,0.8901166195347872,45,5,1,0,2,0,Benign,0
2,0.029745616426980044,0,1,0,1,19,0.1672388192898294,7.5681891701055095,45,14,3,0,0,2,Benign,0
2,0.029675635321487995,0,0,1,5,34,0.12624190427975965,2.984769410582037,41,4,3,1,2,0,Benign,0
3,0.03544196093719614,1,0,0,4,21,0.10014156548302752,2.6028938573329707,42,7,1,0,4,0,Benign,0
3,0.036372470705074086,0,0,0,3,33,0.15481469940961815,4.539041254932438,30,2,2,0,1,0,Benign,0
