Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts_s,Flow_Pkts_s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Mean,Bwd_IAT_Mean,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts_s,Bwd_Pkts_s,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,Down_Up_Ratio,Pkt_Size_Avg,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Active_Mean,Label,Attack_Type
15.9427,4.8634,4.62,20.5522,2.3205,24.0096,7.8414,6.2276,9.2189,54.3326,9.3173,13.0404,9.1417,5.0841,11.2272,0.9496,3.9396,7.6747,2.4574,11.9322,1.42,3.0056,16.9871,3.8668,5.683,11.1973,0.3781,2.335,1.0117,3.113,10.9368,13.2782,15.2056,7.4117,6.1987,3.5527,3.4679,7.8655,1.3289,14.7885,0,Benign
49.26,0.8427,6.0466,8.3772,2.229,7.3604,11.9214,4.9928,5.4589,1.4275,10.3052,16.2077,3.0062,47.0099,20.419,7.6999,9.283,2.4661,10.3153,16.1644,5.4976,1.0993,12.0833,2.8796,3.7679,13.0171,6.3884,14.1829,13.7374,33.2907,8.0726,6.5473,5.0802,36.2102,7.1092,17.2998,18.5025,36.4247,2.2644,3.4222,1,BruteForce
16.0618,4.5876,23.3941,8.0193,18.3863,8.352,10.1594,2.5565,6.7393,10.7418,11.4479,1.8838,4.0726,8.7022,3.6201,14.7445,1.2568,6.1312,26.7574,4.8348,9.126,25.9018,23.6884,27.6564,1.2213,43.3224,10.3515,3.5048,7.6361,4.0552,3.3266,13.3205,4.0342,5.5288,5.0134,10.9879,11.3703,18.8403,2.8669,14.4224,0,Benign
14.8084,17.6409,39.5413,8.1717,64.7212,5.6236,1.3938,3.0813,5.1593,3.5281,9.867,7.3583,7.3057,4.951,1.5043,4.9785,1.3914,22.6322,9.6138,3.0291,3.6735,32.05,12.86,17.0133,12.9357,3.6568,14.6135,4.0729,15.7128,8.3918,3.8835,0.4453,6.5942,8.1314,14.1428,6.87,1.5206,30.5517,4.8307,84.8639,1,Infiltration
1.6068,16.394,4.6724,5.7297,13.8267,2.8462,8.939,12.6197,4.3741,0.8616,1.951,4.2397,10.3265,92.3709,56.3471,8.2805,5.5544,6.5813,7.5955,1.1979,6.0228,2.6803,28.1788,15.7137,4.035,10.3499,2.9269,11.887,8.7131,7.9217,5.2994,43.3347,5.382,3.2302,13.2001,3.6896,40.7906,8.3868,29.0221,13.0659,1,DDoS
6.6028,25.4823,6.5471,0.8544,1.2066,5.8861,79.8305,4.0154,31.474,2.8846,3.9457,10.3905,6.3387,27.8727,10.885,2.4505,3.586,13.5628,4.1667,15.5468,12.7382,2.1375,6.2471,22.0231,1.1744,5.5576,6.7149,7.8832,6.9956,49.7393,10.8227,15.2047,10.3513,27.6063,6.9569,1.6163,3.7303,16.9541,6.7474,10.8951,0,Benign
18.0318,10.6678,2.6033,15.278,21.7055,7.7914,2.3745,11.6763,9.6247,63.6993,17.3005,5.321,15.5072,6.2015,11.0564,20.3178,3.911,8.9472,9.4341,3.3263,3.6203,19.779,31.7222,5.5537,3.4229,8.0812,11.2139,6.2741,3.622,24.9893,16.3772,11.6283,4.2148,32.8479,2.0416,13.8354,2.2415,42.5097,4.1258,12.2217,1,BruteForce
4.6448,7.1554,5.252,11.3527,0.7832,8.098,6.363,7.2894,1.9428,2.3691,1.4451,2.6946,4.2675,10.9188,20.7741,3.5006,5.5115,1.7566,6.8321,6.3272,15.6399,10.2264,12.2189,17.1928,2.3269,8.8385,4.2435,10.8105,13.6738,1.3712,14.4685,4.6889,8.2083,1.3249,85.7648,0.7781,14.106,7.761,14.2707,8.7622,0,Benign
28.8576,60.0108,1.3295,27.3019,7.0469,1.029,5.3736,1.3962,5.1332,17.9174,10.6106,20.4847,3.3118,30.7731,5.5523,10.8435,16.8844,10.1714,6.8292,2.2433,5.6534,4.7684,2.6428,4.4873,6.7063,5.7415,10.9096,13.797,72.1402,7.9729,17.0574,17.215,3.0373,8.0347,0.958,3.9111,2.0689,72.3551,8.0645,1.7976,0,Benign
4.4291,1.2218,7.3886,2.8929,17.8144,9.8997,61.9781,10.8006,8.5135,4.3404,2.2389,10.8133,13.1916,4.6129,32.9769,8.2296,7.7124,1.7506,22.5161,3.0022,19.0185,22.7136,6.5063,10.7757,11.3225,23.0424,19.3625,9.4707,2.0885,12.0847,24.2859,8.4741,16.7042,3.4937,20.1682,6.1138,2.1576,31.0149,21.713,10.0476,0,Benign
13.3217,13.6016,1.5178,5.4404,5.3561,9.9361,9.4368,32.083,6.1447,19.5087,10.3615,5.0267,3.8007,2.3633,7.9779,6.4986,1.898,10.3479,3.7624,10.9225,5.4818,5.0293,66.6007,1.1852,1.9442,3.5839,59.4593,17.673,8.9886,9.5552,4.4146,4.0524,20.399,3.1233,54.0019,0.9818,0.5457,8.6505,6.4481,2.9611,0,Benign
34.0048,15.1539,11.5263,6.9915,0.8321,4.611,16.654,40.557,4.1843,54.2337,3.1367,15.0853,14.1157,2.2138,3.808,3.2587,4.2487,5.2091,6.2008,7.1037,13.5203,2.1018,1.657,19.169,19.0935,5.1018,35.1316,18.5449,3.8616,0.9652,3.213,6.1428,9.4604,6.0761,10.8677,23.3917,3.3226,9.0017,7.9753,2.3441,0,Benign
12.551,6.7864,19.6129,7.9462,29.8181,4.7395,3.0656,5.7944,2.4987,3.5214,6.3403,44.2771,2.4615,2.3898,31.9949,2.2775,67.0379,3.5417,5.4474,28.0744,7.1985,5.5416,24.6186,6.8259,3.2455,7.9681,5.623,19.5745,1.1185,2.1047,10.9288,28.1669,49.6758,11.4193,15.9216,9.9578,17.3258,6.6385,30.2752,1.5554,0,Benign
9.5398,3.2934,5.5922,0.6662,10.3226,12.9923,45.4424,12.2952,4.4981,6.1389,12.2305,6.3692,2.7137,17.9561,5.8574,66.2001,0.8509,9.7649,2.6557,25.7425,6.2552,3.4553,8.1903,7.647,13.8587,18.0227,3.687,25.7824,19.4748,3.1281,1.6803,13.1554,0.6661,7.599,4.7633,35.8627,3.1955,2.8419,12.5273,24.1131,1,Bot
