Thread_Count,Handle_Count,CPU_Usage_Pct,Mem_Working_Set_MB,Page_Faults_Rate,IO_Read_Ops_s,IO_Write_Ops_s,IO_Read_Bytes_s,IO_Write_Bytes_s,Syscall_Rate,File_Open_Count_s,File_Delete_Count_s,File_Write_Entropy_Avg,Child_Processes_Spawned,Network_Conns_Per_Proc,Label,Is_Anomaly
6,1927,15.820830549209202,30.87592993122279,7971,0.8105602511843369,1.6350817721165534,147.04646010504374,187.05070813347285,10751.713624516053,2,0,4.54548504704297,3,0,Attack_CodeInjection,1
12,241,2.1167154380545283,25.7100048375828,164,8.198477004197159,11.895613327736399,12124.160323828024,483.6270642341414,1936.0271067103386,5,0,3.857763236523859,0,1,Benign,0
17,280,2.439103321487028,25.6897578983149,151,17.041390688822034,22.643222213651782,82064.25278682842,5.62546357864449,1133.7646085836595,2,0,2.064635363990653,1,1,Benign,0
5,1955,0.071661732721374,76.91655850338284,8259,3.17670707346354,0.948384994707766,112.88438825139762,131.68340799763564,13144.915231849262,4,0,3.02752909605562,4,1,Attack_CodeInjection,1
17,163,1.2186112600354886,56.77361339875047,172,3.532163696115705,44.89752977349298,135219.14990925157,39.01151255096658,577.2619084601428,6,0,3.2116425504576105,0,2,Benign,0
8,1472,19.433892003698414,147.20663649400328,7947,7.096618539337516,3.2080486317431567,1773.1080492206843,50.703605829078725,5958.860984506191,1,0,2.440940864547389,6,1,Attack_CodeInjection,1
17,288,4.971297106391533,142.56544166931312,144,1.9110104129049033,0.4874775381486484,89683.95469908613,1060.6029704390648,1698.416555615959,3,0,3.579056025036938,0,1,Benign,0
15,27,1.4990704404722874,20.351442420777996,140,1.836243360949025,2.6966062032945928,591.621587281945,101101.53092016742,6379.583174634245,2,0,4.189686198439289,0,0,Benign,0
13,458,3.8483798019533735,2.687648897860959,156,13.60129827911172,19.92624808436754,6356594.768884448,246.63292245537062,1432.2800472932252,2,0,2.6019091860531613,0,2,Benign,0
23,1129,14.547514095256098,95.23616084844623,5021,3949.029177674674,4216.984156091832,204675903.44114164,19083167.6391258,48014.48045218688,173,107,7.852563060695664,1,0,Attack_Ransomware,1
14,412,1.7092232597654067,79.37716523381435,131,4.099576215846525,1.1013165350970902,1215509.4527999999,1257.8977703144437,1700.5242963636938,4,0,5.4523926762051325,1,1,Benign,0
11,107,0.8419122359770219,21.20413988703584,149,12.152928499315571,4.672217882919641,22738.23264138515,9723.211012266225,735.8579910903586,3,1,4.291160737789645,0,0,Benign,0
19,736,5.622358062354913,17.25012894217679,159,7.798980675622012,2.951155437666995,2900.522807666514,105114.56704038222,580.075384339922,5,0,5.309070653573725,0,2,Benign,0
8,292,1.2932652235867228,29.299478571369573,155,13.207134873556724,2.2630085283978314,5591757.1234522285,3.5264916165435074,209.76290332559046,6,1,3.7336695938550575,0,0,Benign,0
8,47,0.6619539717187868,24.609162253517173,152,4.658960568734255,29.53433219058643,219.59281995270246,2483.152850198023,2129.7673733837923,5,1,3.9216300475981347,0,2,Benign,0
20,155,2.4553224717419098,22.995714315232625,173,110.86243033539513,0.9317919278761664,388116.6378897327,12677.60939054801,2775.284658207746,8,0,1.5665600070251664,0,2,Benign,0
13,210,2.3296080239254233,49.877468388719386,162,1.2904661878665735,0.33455495459728,149441.78516059424,33.38984258409288,4636.549383390928,8,0,3.642181944926813,0,0,Benign,0
13,59,1.3611064952496605,81.56787626817567,162,26.93127343383752,3.4112302813605266,3146.669136866236,4175.466416205126,412.12247252065316,4,0,1.0153082989738076,0,1,Benign,0
11,436,3.7124327764611116,80.61072098790078,161,51.64608728594403,33.64716029064002,157451.78649823094,9494.921641467674,3574.18190426892,8,0,3.511672347871994,0,0,Benign,0
16,116,0.17732075875895,31.89344177840177,135,11.244607831886995,26.55470204038086,83379.0377593084,4626.325770255272,3114.594907835454,6,0,3.7922221974488943,0,2,Benign,0
14,317,1.1917195288050881,20.488487070116445,129,0.3288344863220611,2.2070547114469314,146.75396405306316,65.98291384368794,986.6898706906984,6,0,4.18163768606045,0,1,Benign,0
11,1425,14.703976171342967,35.40925167094592,151,38.38814211928963,8.228701930881694,1057.4249079436433,156.79501475317105,401.9938654665997,9,0,3.1601687160999,1,0,Benign,0
11,30,1.9099642647043913,13.282927987803529,150,3.57862339875494,66.16703852318669,47754.03320468006,1156783.589210484,864.2756216367371,3,0,3.71597857903109,0,0,Benign,0
12,165,1.6709793078713755,32.856930560971925,146,18.37569913896562,9.8428851402988,1596220.725086689,996.52562490322,2912.1164691491394,3,0,2.1035877433346286,0,0,Benign,0
12,4709,24.62688165434995,64.48744165642361,7950,9.98187677834661,1.308958608682011,355.2197736064426,55.76382565632331,8013.480279571045,3,0,4.670711339867176,5,0,Attack_CodeInjection,1
11,218,2.362951349484796,117.95151507359716,165,12.208344857694692,9.129457206956927,6794.617651627261,665.2767055562073,1500.2765291787402,10,0,3.221387438442915,0,0,Benign,0
13,80,0.7651358355144682,158.9022546693565,157,19.284846084188267,0.30866557983905474,44856.85282431944,3293.81506075548,723.60765309795,5,0,2.681042243392585,0,2,Benign,0
15,549,0.35365861880731037,119.80132152874428,132,11.907069817507903,3.8749518415844864,32467.46251020203,14303.689210930308,1132.3697383752262,6,0,2.157061175611989,0,1,Benign,0
8,460,1.2164664437388093,67.2381768391573,172,56.40773860441721,1.586935557675426,81089.52678429248,611.4914493933469,3321.7478150914526,2,1,3.1328073353284633,0,1,Benign,0
11,37,2.325001924114168,71.54466525264881,142,0.9360748162148876,8.987409935552026,821625.0837725471,922.8591195330573,180.67633505306952,5,0,4.280155503612409,1,0,Benign,0
15,64,1.18129250511044,63.68841158380346,145,16.3909887346855,6.723907531402439,2233633.6911157947,5652.717138375772,4920.507600654947,0,1,1.8762691551625257,0,0,Benign,0
13,38,1.0056019934380163,8.83118103046558,146,30.183728176999402,25.928043407532936,289360.2529807922,3001.990847599164,88.43333211821121,4,0,3.533649555011578,0,2,Benign,0
5,188,3.620669273349444,39.3523146181602,152,89.38062604989803,2.2254053762408383,7116.485095394851,9691.050146507543,5912.196896646209,5,0,3.866322145858132,0,1,Benign,0
12,154,1.8945247126530107,11.087363070065333,147,0.8812931803566798,1.4311441333120967,54971.94295257852,9754.845687256875,281.5903119749172,6,2,5.540916486382036,0,0,Benign,0
9,576,1.386239139075717,48.50038038889405,175,303.8404573935095,1.7076030157079614,40763.22991574146,617.9777819504387,1611.3213495418602,11,0,4.313086824736393,0,0,Benign,0
7,289,0.39997923212749076,373.96120691525704,137,10.81539560609881,2.2557309220218045,10119.783443366447,5109477.260497305,437.86376684738684,3,1,3.527774670825513,0,0,Benign,0
11,216,1.667728656978634,50.335320345822346,157,0.678644564753906,3.5446339150176844,3594.416048590038,29.35278893664452,272.6264225043685,7,0,2.7053233424982515,0,0,Benign,0
3,4158,17.20672666078299,51.11781341493644,8137,2.329043565872213,1.9881632502762026,292.06503793518715,134.81170371656594,3542.038273639194,2,0,2.122385722428625,4,1,Attack_CodeInjection,1
8,149,0.9971399586765771,38.066725122001706,160,0.9865662853471613,14.373016894279202,290891.16275874374,662.3319647016225,416.50968426276745,7,0,3.764600523583238,0,1,Benign,0
11,232,4.249000539202986,22.40115547419921,150,52.87903309481721,5.26095206179129,20040.38187330909,4163.851783909688,38.8805835551491,8,0,1.9840558035231959,0,0,Benign,0
7,117,1.7661076866136247,139.99017726394055,141,9.775071829156266,1.9404307438569015,82553.66281240355,1998.9833647527357,841.1770544573428,7,1,3.034781799779839,0,0,Benign,0
9,451,2.242467021165308,2.106786815486592,148,1.8596533212372657,1.834270823573798,1400288.2480541912,164226.30016707725,22100.849898182914,6,0,3.0742334924438053,0,1,Benign,0
11,448,2.1487941303609794,5.53019221693169,146,18.895522589239157,1.1449143730864977,15733.975550980416,60999744.645116486,1147.357277073238,7,0,2.5361332896153472,0,1,Benign,0
12,816,1.9492298342004037,30.075879740436722,159,0.6859908996959,13.775378303659092,12090.818338136312,820937.6110400558,665.3054938194056,9,1,2.73826843607387,0,0,Benign,0
8,116,5.180387239388315,191.91843370826507,154,0.1361399217289972,9.489615622941237,525.730227157935,0.08151536290963868,598.3258593390327,7,0,3.637660144712708,0,1,Benign,0
12,1202,1.1947809336260173,55.69307335164921,141,4.408429716099498,11.490555015802052,10028.181629310915,12566.031939997627,551.869454589232,3,0,4.521631164882885,0,0,Benign,0
13,308,2.044897929451077,110.8112288584078,138,32.988033729120225,0.16267358840928145,33538.438518408366,53.12527329040762,295.49858969732867,3,0,2.3698765034261955,0,0,Benign,0
6,1736,1.0305406826499421,28.782868398010812,7915,18.08554822995952,2.0787995014315848,26.06402673393338,38.14701387633245,4617.827398068694,4,0,4.730713808037584,7,2,Attack_CodeInjection,1
11,85,2.439485041956695,262.7121580763901,156,2.1192337165151307,1.1214456739269514,4852.457476740259,1964.6621088302236,117.44707608001109,3,0,3.1532405787174396,1,0,Benign,0
9,50,0.6280697675249292,42.070357397303844,137,0.6577738214485462,14.021882189640088,8515.427744994344,6788.339788834782,1445.184798213069,2,0,5.157199827812621,0,0,Benign,0
12,681,1.0524629937964334,16.015758831821703,140,6.193645417777042,41.26771773325336,53584.485669231086,103416.53494783542,439.566575181015,1,0,3.0247318581068745,0,0,Benign,0
12,264,1.842061209385345,23.87963693982853,125,152.88171145203634,2.530146362291374,12194.558542907953,599.2232360126574,132.7475605322744,1,0,3.5025191304730154,0,0,Benign,0
13,96,0.9755755857128103,207.1601449592036,145,112.66194962647981,5.818219878086304,487.7990327020504,138101.83219043902,150.36506689274628,8,0,3.1194731376314495,0,2,Benign,0
9,24,1.6655608530095622,11.60064802656462,160,5.494145605347755,30.631613976161738,22392.98596607411,195354.31324691142,1858.0045063158009,6,0,3.041091952324276,0,1,Benign,0
12,70,0.7739992362137331,116.77777273344168,161,8.36146895099942,1.8274974085561773,92634.69620570475,50739.32782708114,5168.519829183034,4,0,5.456746979583525,0,1,Benign,0
9,512,1.375837736063359,49.07519820680092,135,6.4702193157707715,21.042053881625108,2321095.1297779907,2552.105858087124,446.0047341535024,6,0,4.636677222592057,0,1,Benign,0
8,79,1.4356361223508751,71.24547912056308,131,4.2720312785078,2.833899005008865,5677.394929076461,1274.4782284342382,18004.00060147873,8,0,1.3795625038232937,0,0,Benign,0
19,128,4.481403150719288,65.72448899597823,156,6.412318370056871,4.880771060356415,2931.8094105648106,2393.052697242686,592.394954993078,3,0,4.911495025946836,0,1,Benign,0
18,1102,76.76267283657006,129.3475512412681,4831,2165.8683286073906,4833.8055799762815,28458703.728152987,75160507.36076327,31500.855164804103,137,98,7.871150481421871,0,2,Attack_Ransomware,1
18,222,0.8090991846154975,25.555210838101036,144,163.54840666376333,1.5310683686565667,49.448884008751335,5346.676551560744,403.87311226121864,3,0,4.172898435499984,0,1,Benign,0
32,1118,65.69827417814172,229.85150371584757,5056,3083.7344639649614,1706.6646481115433,190665537.90916562,22378967.293415803,49131.70699078383,143,106,7.729014835040006,1,0,Attack_Ransomware,1
13,331,2.336833875139104,15.101046519104406,135,2.897505555578189,2.534192435881786,34072.529701489744,8433.007098708178,247.9312727335623,4,0,3.574050242810308,0,1,Benign,0
11,502,0.36372703302842213,6.045985588943726,156,23.70282394091673,79.313898094567,127565.33603398288,51610.65877753383,3319.156590013679,6,0,1.7332167075837916,0,0,Benign,0
13,352,0.37714316029431966,6.886566003692288,156,5.803251624914174,3.799445154293113,6943.451759440425,223.64138302559226,5932.626836615349,7,0,4.128917766025837,0,1,Benign,0
4,134,0.5233827220122392,7.155354347981935,144,5.275661916746391,11.372373359556676,39.98111897893453,126.13898540601652,366.25361903885164,8,0,5.666768071463828,0,0,Benign,0
10,208,4.2948232978757614,46.191188510450395,148,4.0487252222063885,10.005238610279477,40042.73175022059,72.90459473320175,224.86801076177653,9,0,1.0165534763710964,0,0,Benign,0
7,167,1.3205490679507565,3.465248273064828,167,6.069066691904358,0.7210182322539058,33164.115325142404,19833.02652990487,8471.02795871335,6,1,2.8546209380180683,0,0,Benign,0
15,1955,3.4623038985159607,51.55480757589147,160,7.055977758416281,2.093874002621323,620126.1754503602,20.52130612399311,183.92708853785103,4,0,2.637668653898328,0,3,Benign,0
34,574,79.35413907434533,208.94134290257836,4956,1197.6975559283421,2844.198048503068,20664356.80951546,132259187.5202328,95230.30936488385,163,97,7.692414104377357,0,2,Attack_Ransomware,1
12,133,0.5767782325317592,66.17142131086268,150,13.047078886585696,6.131652307792016,8395.514312137697,19892.649062830686,3606.3632709352705,4,0,3.884104981116003,0,0,Benign,0
22,1339,0.46754338599022127,15.341480240018223,149,5.49875806791786,72.16910331897148,152906.00513241868,39279.58905783391,5562.508389924245,4,0,4.204655048182472,0,2,Benign,0
12,113,3.4947562087952577,320.26668422853174,143,4.992308095358312,9.146070721278612,607406.7691701467,364264.0132965102,197.07825891995753,5,0,4.4230177945892555,0,0,Benign,0
25,921,51.564872379334744,268.39262174634854,5015,4692.32135875396,4838.414682348453,42674788.046207905,47283116.07562181,23234.51921859933,159,104,7.877677718032682,0,2,Attack_Ransomware,1
11,283,1.4275208886599593,7.9414306604455644,139,7.4499850453406395,8.324154095665548,3337.795252343919,224.72932830108633,1484.1911396708697,4,0,4.955735113020383,0,0,Benign,0
12,415,0.8857862613901624,31.58904681591727,147,0.2285590717640578,2.447763437583265,480.7860492830098,15545.086814988983,47423.024417547706,7,0,5.6456233664058,0,0,Benign,0
11,274,1.9345819191781797,14.894881830834805,135,3.260033654517693,3.9549674754211126,4749.562623550597,5408.985779885203,1176.6375434832676,3,0,4.311093240727982,0,2,Benign,0
31,2420,35.283824084265746,182.96338088357047,4897,3761.0175165036626,5983.048268377194,174763399.81147918,60264008.52973307,44376.40485236656,145,109,7.827413998301373,3,5,Attack_Ransomware,1
11,565,4.614947112043351,36.469319388693215,165,55.1303227965231,0.22075302161787924,718.2718710659534,3125.8358902660934,105.63991149195746,7,0,2.2507155904241736,0,2,Benign,0
11,918,0.8450551074312487,37.80125554383618,157,0.4556867961250362,2.1790551220557677,147.38784531308735,199.96516486114646,7522.67326732149,3,0,2.820299863232199,0,0,Benign,0
13,241,2.6392951901223407,10.237282536747156,135,32.37260469034016,0.4896769639195807,11719.699885626098,3711901.210808671,6684.406818776286,2,0,2.3367713595300232,0,1,Benign,0
10,128,2.048696955880342,15.508321486898584,147,35.7148179218035,19.00070306507236,59615.78701706046,19462.436213254183,9500.528894557814,8,0,3.5211501837655668,0,0,Benign,0
20,78,0.5778964014861533,4.351350390135488,152,1.3055171177131768,0.3060255654940463,44736.83697185004,7778.75387485147,1245.141064379482,5,0,3.827847070479611,1,0,Benign,0
9,264,4.021673242917911,44.12677984843378,134,43.772956726402825,1.1340356191790335,22898.672129515264,1747.0779114072518,3250.746699746414,6,0,3.371030482244666,0,0,Benign,0
15,222,1.6023829423549512,83.11451410102292,141,44.658211645280346,0.6177121686151565,1281.5255771823608,346.9563867044878,525.1713241289252,5,0,3.8038905810274617,0,2,Benign,0
17,448,3.2665344145769786,68.93023407404758,160,176.52330410410482,4.953905923832857,4855.156557978447,91289.11137450123,311.2201529671718,5,0,3.815695932405939,0,2,Benign,0
13,671,1.3089384141358027,169.33269602711053,125,1.9275531738432858,0.4645228430200946,247281.38271148514,16165.719527637044,36.7865051453531,6,0,5.079935619643752,0,1,Benign,0
11,191,4.426823165260932,1.7558888071892957,145,9.833118889390942,0.6286011528914872,3217.264730760084,1927.1576383952217,27880.785422387136,5,0,3.7485553002280083,0,0,Benign,0
14,207,1.3062625712573037,92.60473124278293,175,1.5279551594582719,0.2765145558526846,43799.87633323691,1144.8269413400978,500.9158530296587,6,0,2.49419718464586,0,0,Benign,0
38,1383,84.58573254296141,163.1679500067934,4949,5272.567679430432,1538.696752459324,24609160.78121547,3933293.6643398595,75113.41592287888,161,98,7.658154182152276,0,5,Attack_Ransomware,1
13,124,1.159846664406772,34.965279439089855,157,11.658789909649538,1.1284701817934777,61927.010205046805,994171.8313179446,1225.2022489704514,7,0,3.9080525885639794,0,0,Benign,0
16,281,0.35647494791200046,23.260597939309196,147,6.387676897731991,4.602923377253516,362.6658128745391,120607.49814313556,530.483514455259,6,1,3.6809056716809234,0,0,Benign,0
8,97,1.5996537046349941,6.178884690287371,147,14.448376018403552,3.7114398363143453,36293.277259475704,3191.7181898155095,901.8953169628843,5,0,2.680808335014407,0,0,Benign,0
11,83,1.6270161660604152,19.024069127881997,153,23.93842664699096,1.9895326253475336,31246935.331702106,26.133338596776085,2386.9811807977494,3,0,2.9695047720110948,0,0,Benign,0
13,202,12.169209700729972,93.70519258580893,138,1.1116506662427503,24.699511887574026,30454.998846799674,84619.02413248527,528.6232116710969,7,0,3.4190824155465664,0,0,Benign,0
21,618,42.441206907930365,139.39736989842237,4909,1046.5048654143914,4303.511812638511,93988228.8519742,28835242.55517567,56862.4974768763,147,99,7.7316245161809904,1,7,Attack_Ransomware,1
8,80,1.9422095680433258,16.331454625390567,138,230.94099640588095,5.751355498583986,700428.4057874085,2504.8410966509005,299.76082414865186,8,1,3.51721329374118,0,0,Benign,0
12,621,0.32979266443097194,35.96981172787564,156,4.745847621253417,2.4693129501769806,589220.1416169191,2747.162250643978,7892.789305131928,6,0,4.114145676677992,0,2,Benign,0
9,214,1.2315587346322185,52.9062399073878,147,6.944982946313605,6.270697866688544,1918.6932090067141,5167.5100028385905,2910.287943848693,3,0,3.1755072913623814,1,2,Benign,0
13,1700,1.9898832212589448,34.69907916999684,146,1.021819503630464,0.5848422958636578,6075.28364710058,2066.5345880572086,419.79690860501364,8,0,3.5819174714867033,0,1,Benign,0
10,848,2.0972588964025403,97.92012552010016,141,7.294742227889358,0.8234346259972514,577197.6434145817,491431.810560518,367.2376331967719,6,0,1.6115968569141073,0,0,Benign,0
13,34,2.3910521597589725,91.39719091849352,150,4.528504937450182,1.4472861679911917,2857.75384481365,71818.78299224412,804.6576286132187,7,1,2.0609137599475114,0,1,Benign,0
11,338,2.6555273073244043,28.043100931042343,170,8.031062365000603,0.8234525971079404,5283.506604883193,1130775.8497465078,4408.658518528794,4,0,2.619760826806512,0,1,Benign,0
15,232,2.095591884475154,87.26518040787775,134,23.877964384225486,20.109853517958598,225808.7929058848,10.429481219629324,635.2809328431869,4,0,2.660856041289297,0,0,Benign,0
11,43,0.6955906450965536,406.0391694254509,178,5.183585875691736,2.8532831650099353,1825.4148255302582,126.07855277883513,1502.5307655948056,4,0,3.011758352910138,0,0,Benign,0
16,199,1.853619670109153,9.35918161687248,162,14.922974399883385,50.656424179707074,5693.054835615516,1520.6790816642263,1577.3977419441985,5,0,4.528838354754483,1,1,Benign,0
16,59,5.371161452082024,54.06974494789913,143,30.581314399413923,7.95283357214695,60209.18496118448,3603.1294405500726,8240.084663431604,5,0,4.362405488168342,0,0,Benign,0
15,819,0.4819218090266178,14.838137027456263,124,4.110085727939904,8.246416223776654,5062.3572518991205,371.77692526385647,495.3065424776847,4,1,2.410807713356972,0,2,Benign,0
10,35,1.8373575041725962,41.248900536943445,157,16.861845195373082,30.807536097643915,18042.742310295416,19553.616865739703,4059.588724959088,1,1,3.0395011839422215,0,0,Benign,0
26,474,66.47220529753359,253.2317362942834,5011,2161.7494549099893,1733.8524618572696,221291952.3163384,22850712.34932009,26816.563418457557,144,103,7.865892110836828,0,2,Attack_Ransomware,1
14,413,0.5043840999544331,5.8029098991523105,133,4.231380284608657,4.672528156364753,421.0681872659634,12986.996216149662,19.476707747840507,5,0,4.480700017302981,0,2,Benign,0
15,256,5.686186131847336,38.11887119687254,162,2.4116176176082558,27.618531488857535,256709.66449134808,653.3071426676612,147.84398463763378,6,0,3.417684400938858,0,1,Benign,0
14,343,0.9790381825046934,17.890080369359534,152,1.1627958992459146,2.08834908142239,3433970.688996105,530.5836280725189,1177.252351676837,4,0,3.3660024052153843,0,3,Benign,0
8,202,1.9301557741966204,13.015948178223885,149,7.8551262392832335,3.6146733715263495,6257.670943278093,170.15261943124239,2551.5933043605905,6,0,3.198032842373277,0,0,Benign,0
11,389,4.859587321168715,42.894041098031636,142,6.202879096257295,1.5403457582940228,3264.15559560649,748.3699351477101,287.4609249935101,4,0,4.125096298032776,0,0,Benign,0
18,81,1.4191985738139987,69.67871431390527,153,7.315754522334494,6.232125361443949,375803.14801366965,48858.23523606542,870.4214622911046,3,0,4.250657600105291,0,0,Benign,0
11,3267,8.371081930187092,44.80397715759171,7952,0.40600093281786853,2.7246729076080975,81.73965993665281,360.8569448075016,7382.263412208397,4,0,4.4907623774094,5,2,Attack_CodeInjection,1
18,614,0.9198807704080737,160.33342330197814,137,51.231663450763136,0.7409427642621684,1816.5165909665054,7203.189710598537,1381.0963140644246,6,0,4.0536559780311405,0,1,Benign,0
11,26,2.360252977975606,73.40329459571869,159,11.029612623257952,22.964077527472,4181.423198432362,8.081394123594444,327.4849844058386,1,0,3.262433120091589,0,2,Benign,0
9,375,0.6188891644947312,8.336438752493947,157,1.4952118727843386,1.682105025072807,20961.693003855045,487879.5336552216,336.5176084041542,10,0,5.858224510963288,0,1,Benign,0
23,782,67.78373633346514,140.39636548389294,4914,5141.36313317927,2139.6530672868,145457936.6261357,23808982.618747976,66618.98436779348,154,118,7.8148426749816,0,1,Attack_Ransomware,1
6,58,0.9532701776390455,29.329158203551067,149,2.9233019319548417,1.7181194733198035,55167.460687239545,158.11969234735122,203.1515238112135,1,0,3.048661431276331,0,1,Benign,0
9,591,1.3109868755617766,4.082456156731787,151,3.972367575161829,1.2493234945903324,4975563.610726368,2242.7781637454427,103.79768230472203,4,0,3.302457157057123,0,1,Benign,0
12,229,0.5170865198881571,4.860837997339084,164,4.615862679038234,0.946888890778448,28216.000506838624,87527.29232416519,869.6961896901812,4,0,2.9434730619195046,0,0,Benign,0
6,347,0.680037119434122,51.06660661972869,156,0.8278420796077957,3.480880972518395,17915.955748181535,1405.408915818439,51745.41884924108,5,0,3.549138280644911,0,0,Benign,0
13,128,6.0566081098121485,11.18562006818403,134,2.951704722139911,8.006739587998151,126916.37145322884,7377.697055984748,55.691417681287874,2,0,5.655115899541686,0,0,Benign,0
14,199,1.408574678283446,45.54484165432389,162,73.7134254037893,1.583339990663534,105244.53088068873,818.9934981567889,147.52549121961837,7,0,4.31008865493279,0,0,Benign,0
8,133,0.791621249521156,61.450986331259415,139,23.44853968286034,0.6496752180478309,910312.1892054965,297109.38885548414,1829.345759248119,2,0,4.2656363569751194,0,0,Benign,0
18,886,1.6540156413242497,6.39570180622986,146,18.2992265074037,1.1765402246853152,1826.6052771218729,1016964.7472298815,679.9435868747809,2,0,3.318950152338328,0,0,Benign,0
12,232,0.6221742387196219,11.713772721547976,145,53.847483327615166,19.15066103953052,504.8297363991655,61926.49292537395,110.96460488789812,6,0,3.9677812209984906,0,0,Benign,0
15,541,1.1112219069377498,4.181733812155367,154,6.690733199918223,5.952301215619791,13354.572007267563,102.58004221236675,13737.586180472967,2,0,5.311428848027175,0,1,Benign,0
7,738,2.419380082717182,13.037866932570463,138,4.558087386226616,14.766645760200008,875.0867983485647,563.7603398311401,1660.6809370941025,4,0,3.215756925080729,0,0,Benign,0
8,2294,5.615623681579492,72.67599007134142,139,4.7252125784669925,2.174127799926657,1101.2196220291462,216.99849557211593,371.16684724107955,4,0,3.806072369132675,0,0,Benign,0
16,382,1.6071031833369276,26.696869181737956,158,6.303455727825435,2.1944397603224237,135718.87601133445,5829.067126394335,255.7577051626288,3,0,5.965316751832051,0,1,Benign,0
8,109,2.604481687866801,4.01938609416279,126,1.587995098785824,3.165292670584369,23.88419114280883,6230.123669224442,139.71478523240617,9,0,4.218931737832247,1,3,Benign,0
17,131,1.8166795140759442,38.34029262954364,142,442.09455057364653,4.13651676837103,138843.08902894545,60.61061917093165,2443.18875613364,6,0,2.3529951950394965,0,0,Benign,0
12,208,2.491368895628481,27.825731556705414,145,0.9609007714741876,1.7241603214303602,1749206.2004091565,21.557591316576865,941.4065381760144,4,0,4.520782577958444,0,1,Benign,0
